,개방장소명,개방장소,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
갈현2동주민센터 4층 사례회의실,갈현2동주민센터,갈현,회의실,휴관중,9:00,21:00,0:00,0:00,Y,2,10000,,,12,25.89,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 연서로27길 31-6,,서울특별시 은평구청,갈현2동,02-351-5125,37.61867537,126.9157763,2021-09-01
수색동주민센터 2층 소회의실 시설대관,수색동주민센터,수색,회의실,휴관중,9:00,20:30,0:00,0:00,Y,2,15000,,,28,66.69,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,37.58351873,126.8936727,2021-09-01
수색동주민센터 3층 1강의실 시설대관,수색동주민센터,수색,강의실,휴관중,9:00,20:30,0:00,0:00,Y,2,10000,,,15,19.8,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,37.58351873,126.8936727,2021-09-01
"수색동주민센터 3층 2,3강의실 시설대관",수색동주민센터,수색,강의실,휴관중,9:00,20:30,0:00,0:00,Y,2,10000,,,60,80.73,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,37.58351873,126.8936727,2021-09-01
수색동주민센터 3층 GX룸 시설대관,수색동주민센터,수색,다목적실,휴관중,9:00,20:30,0:00,0:00,Y,2,15000,,,25,73.26,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,37.58351873,126.8936727,2021-09-01
수색동주민센터 4층 공유주방 시설대관,수색동주민센터,수색,기타,휴관중,9:00,20:30,0:00,0:00,Y,2,15000,,,16,76.59,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,37.58351873,126.8936727,2021-09-01
수색동주민센터 4층 다목적 강당 시설대관,수색동주민센터,수색,강당,휴관중,9:00,20:30,0:00,0:00,Y,2,25000,,,140,169.42,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,37.58351873,126.8936727,2021-09-01
한남동주민센터,한남동주민센터,한남,기타,"토, 일, 공휴일",9:00,18:00,0:00,0:00,Y,1,15000,1,7500,26,60,,인터넷+전화+방문,,서울특별시 용산구 대사관로5길 1,,한남동주민센터,행정민원팀,02-2199-8666,37.53456498,127.0004933,2021-09-15
한남동주민센터,한남동주민센터,한남,다목적실,"토, 일, 공휴일",14:00,18:00,0:00,0:00,Y,1,25000,1,12500,100,155,,인터넷+전화+방문,,서울특별시 용산구 대사관로5길 1,,한남동주민센터,행정민원팀,02-2199-8666,37.53456498,127.0004933,2021-09-15
한남동주민센터,한남동주민센터,한남,강당,"토, 일, 공휴일",0:00,0:00,10:00,18:00,Y,1,25000,1,12500,100,159,,인터넷+전화+방문,,서울특별시 용산구 대사관로34길 49,,한남동주민센터,행정민원팀,02-2199-8666,37.53123833,127.0062225,2021-09-15
서빙고동주민센터,서빙고동주민센터,서빙,강당,"토, 일, 공휴일",13:00,22:00,10:00,18:00,Y,1,20000,1,10000,20,113,,인터넷+전화+방문,,서울특별시 용산구 서빙고로 279,,서빙고동주민센터,행정민원팀,02-2199-8686,37.5204768,126.9946517,2021-09-15
서빙고동주민센터,서빙고동주민센터,서빙,강당,"토, 일, 공휴일",14:00,22:00,10:00,18:00,Y,1,30000,1,15000,50,250,,인터넷+전화+방문,,서울특별시 용산구 서빙고로 279,,서빙고동주민센터,행정민원팀,02-2199-8686,37.5204768,126.9946517,2021-09-15
서빙고동주민센터,서빙고동주민센터,서빙,회의실,"토, 일, 공휴일",9:00,22:00,10:00,18:00,Y,1,15000,1,7500,20,80,,인터넷+전화+방문,,서울특별시 용산구 서빙고로 279,,서빙고동주민센터,행정민원팀,02-2199-8686,37.5204768,126.9946517,2021-09-15
서빙고동주민센터,서빙고동주민센터,서빙,기타,"토, 일, 공휴일",9:00,21:00,10:00,18:00,N,1,0,1,0,20,40,,인터넷+전화+방문,,서울특별시 용산구 서빙고로 279,,서빙고동주민센터,행정민원팀,02-2199-8686,37.5204768,126.9946517,2021-09-15
보광동주민센터,보광동주민센터,보광,회의실,"토, 일, 공휴일",9:00,20:00,0:00,0:00,Y,1,15000,1,7500,30,52,,인터넷+전화+방문,,서울특별시 용산구 장문로 95,,보광동주민센터,행정민원팀,02-2199-8706,37.526301,127.000181,2021-09-15
보광동주민센터,보광동주민센터,보광,체육관,"토, 일, 공휴일",14:00,20:00,0:00,0:00,Y,1,25000,1,12500,40,155,,인터넷+전화+방문,,서울특별시 용산구 장문로 95,,보광동주민센터,행정민원팀,02-2199-8706,37.526301,127.000181,2021-09-15
보광동주민센터,보광동주민센터,보광,강당,"토, 일, 공휴일",9:00,20:00,0:00,0:00,Y,1,25000,1,12500,100,155,,인터넷+전화+방문,,서울특별시 용산구 장문로 95,,보광동주민센터,행정민원팀,02-2199-8706,37.526301,127.000181,2021-09-15
보광동주민센터,보광동주민센터,보광,기타,"토, 일, 공휴일",14:00,23:00,10:00,18:00,N,1,0,1,0,30,264,,인터넷+전화+방문,,서울특별시 용산구 장문로 95,,보광동주민센터,행정민원팀,02-2199-8706,37.526301,127.000181,2021-09-15
후암동주민센터,후암동주민센터,후암,강당,"토, 일, 공휴일",18:00,21:00,10:00,18:00,Y,1,30000,1,15000,60,219,,인터넷+전화+방문,,서울특별시 용산구 후암로 32-6,,후암동주민센터,행정민원팀,02-2199-8406,37.54869785,126.9781505,2021-09-15
후암동주민센터,후암동주민센터,후암,다목적실,"토, 일, 공휴일",9:00,21:00,10:00,18:00,Y,1,15000,1,7500,24,96,,인터넷+전화+방문,,서울특별시 용산구 후암로 32-6,,후암동주민센터,행정민원팀,02-2199-8406,37.54869785,126.9781505,2021-09-15
후암동주민센터,후암동주민센터,후암,회의실,"토, 일, 공휴일",9:00,21:00,10:00,18:00,Y,1,10000,1,5000,20,49,,인터넷+전화+방문,,서울특별시 용산구 후암로 32-6,,후암동주민센터,행정민원팀,02-2199-8406,37.54869785,126.9781505,2021-09-15
용산2가동주민센터,용산2가동주민센터,용산,강당,"토, 일, 공휴일",9:00,22:00,9:00,11:00,Y,1,30000,1,15000,70,250,,인터넷+전화+방문,,서울특별시 용산구 신흥로90,,용산2가동주민센터,행정민원팀,02-2199-8320,37.54607528,126.9855699,2021-09-15
용산2가동주민센터,용산2가동주민센터,용산,회의실,"토, 일, 공휴일",12:00,19:00,0:00,0:00,Y,1,15000,1,7500,15,87,,인터넷+전화+방문,,서울특별시 용산구 신흥로90,,용산2가동주민센터,행정민원팀,02-2199-8320,37.54607528,126.9855699,2021-09-15
청파동주민센터,청파동주민센터,청파,강당,"토, 일, 공휴일",9:00,21:00,0:00,0:00,Y,1,30000,1,15000,250,216,,인터넷+전화+방문,,서울특별시 용산구 청파로49길 6,,청파동주민센터,행정민원팀,02-2199-8466,37.54547766,126.9698727,2021-09-15
청파동주민센터,청파동주민센터,청파,다목적실,"토, 일, 공휴일",9:00,21:00,0:00,0:00,Y,1,30000,1,15000,250,216,,인터넷+전화+방문,,서울특별시 용산구 청파로49길 6,,청파동주민센터,행정민원팀,02-2199-8466,37.54547766,126.9698727,2021-09-15
청파동주민센터,청파동주민센터,청파,다목적실,"토, 일, 공휴일",9:00,21:00,0:00,0:00,Y,1,15000,1,7500,20,80,,인터넷+전화+방문,,서울특별시 용산구 청파로49길 6,,청파동주민센터,행정민원팀,02-2199-8466,37.54547766,126.9698727,2021-09-15
원효로1동주민센터,원효로1동주민센터,원효,회의실,"토, 일, 공휴일",9:00,21:00,0:00,0:00,Y,1,15000,1,7500,20,61,,인터넷+전화+방문,,서울특별시 용산구 백범로350,,원효로1동주민센터,행정민원팀,02-2199-8486,37.53724193,126.9676267,2021-09-15
원효로1동주민센터,원효로1동주민센터,원효,강당,"토, 일, 공휴일",20:00,22:00,10:00,18:00,Y,1,30000,1,15000,150,719,,인터넷+전화+방문,,서울특별시 용산구 백범로350,,원효로1동주민센터,행정민원팀,02-2199-8486,37.53724193,126.9676267,2021-09-15
원효로1동주민센터,원효로1동주민센터,원효,강당,"토, 일, 공휴일",9:00,18:00,0:00,0:00,Y,1,30000,1,15000,80,306,,인터넷+전화+방문,,서울특별시 용산구 백범로329,,원효로1동주민센터,행정민원팀,02-2199-8486,37.53890263,126.9650145,2021-09-15
원효로2동주민센터,원효로2동주민센터,원효,회의실,"토, 일, 공휴일",9:00,21:00,10:00,18:00,Y,1,15000,1,7500,15,60,,인터넷+전화+방문,,서울특별시 용산구 효창원로8길 3,,원효로2동주민센터,행정민원팀,02-2199-8508,37.53435322,126.9515483,2021-09-15
원효로2동주민센터,원효로2동주민센터,원효,강당,"토, 일, 공휴일",8:00,17:00,0:00,0:00,Y,1,20000,1,10000,50,140,,인터넷+전화+방문,,서울특별시 용산구 효창원로8길 3,,원효로2동주민센터,행정민원팀,02-2199-8508,37.53435322,126.9515483,2021-09-15
효창동주민센터,효창동주민센터,효창,기타,"토, 일, 공휴일",13:00,21:00,10:00,18:00,Y,1,15000,1,7500,20,60,,인터넷+전화+방문,,서울특별시 용산구 효창원로 161,,효창동주민센터,행정민원팀,02-2199-8528,37.54250925,126.9618379,2021-09-15
효창동주민센터,효창동주민센터,효창,다목적실,"토, 일, 공휴일",9:00,21:00,10:00,18:00,Y,1,20000,1,10000,50,129,,인터넷+전화+방문,,서울특별시 용산구 효창원로 161,,효창동주민센터,행정민원팀,02-2199-8528,37.54250925,126.9618379,2021-09-15
효창동주민센터,효창동주민센터,효창,강당,"토, 일, 공휴일",9:00,21:00,0:00,0:00,Y,1,30000,1,15000,40,221,,인터넷+전화+방문,,서울특별시 용산구 효창원로 161,,효창동주민센터,행정민원팀,02-2199-8528,37.54250925,126.9618379,2021-09-15
효창동주민센터,효창동주민센터,효창,강당,"토, 일, 공휴일",9:00,18:00,0:00,0:00,Y,1,30000,1,15000,200,351,,인터넷+전화+방문,,서울특별시 용산구 효창원로 161,,효창동주민센터,행정민원팀,02-2199-8528,37.54250925,126.9618379,2021-09-15
용문동주민센터,용문동주민센터,용문,강당,"토, 일, 공휴일",18:00,22:00,10:00,18:00,Y,1,30000,1,15000,30,251,,인터넷+전화+방문,,서울특별시 용산구 새창로12길 13,,용문동주민센터,행정민원팀,02-2199-8546,37.53895425,126.9575829,2021-09-15
용문동주민센터,용문동주민센터,용문,강당,"토, 일, 공휴일",18:00,22:00,10:00,18:00,Y,1,30000,1,15000,100,308,,인터넷+전화+방문,,서울특별시 용산구 새창로12길 13,,용문동주민센터,행정민원팀,02-2199-8546,37.53895425,126.9575829,2021-09-15
한강로동주민센터,한강로동주민센터,한강,강당,"토, 일, 공휴일",9:00,22:00,9:00,17:00,Y,1,20000,1,10000,30,133.8,,인터넷+전화+방문,,서울특별시 용산구 한강대로38길 28,,한강로동주민센터,행정민원팀,02-2199-8564,37.52814224,126.9692281,2021-09-15
한강로동주민센터,한강로동주민센터,한강,회의실,"토, 일, 공휴일",9:00,22:00,9:00,17:00,Y,1,15000,1,7500,24,72,,인터넷+전화+방문,,서울특별시 용산구 한강대로38길 28,,한강로동주민센터,행정민원팀,02-2199-8564,37.52814224,126.9692281,2021-09-15
한강로동주민센터,한강로동주민센터,한강,강당,"토, 일, 공휴일",8:00,21:00,0:00,0:00,Y,1,15000,1,7500,20,55,,인터넷+전화+방문,,서울특별시 용산구 한강대로38길 28,,한강로동주민센터,행정민원팀,02-2199-8564,37.52814224,126.9692281,2021-09-15
이촌1동주민센터,이촌1동주민센터,이촌,기타,"토, 일, 공휴일",15:00,17:00,0:00,0:00,Y,1,15000,1,7500,10,57,,인터넷+전화+방문,,서울특별시 용산구 이촌로71길 24,,이촌1동주민센터,행정민원팀,02-2199-8586,37.52135688,126.9732987,2021-09-15
이촌2동주민센터,이촌2동주민센터,이촌,다목적실,"토, 일, 공휴일",10:00,21:30,0:00,0:00,Y,1,30000,1,15000,30,237,,인터넷+전화+방문,,서울특별시 용산구 이촌로18길 20,,이촌2동주민센터,행정민원팀,02-2199-8606,37.52628148,126.9546578,2021-09-15
이촌2동주민센터,이촌2동주민센터,이촌,다목적실,"토, 일, 공휴일",9:00,20:00,9:00,17:00,Y,1,0,1,0,10,90,,인터넷+전화+방문,,서울특별시 용산구 이촌로18길 20,,이촌2동주민센터,행정민원팀,02-2199-8606,37.52628148,126.9546578,2021-09-15
이촌2동주민센터,이촌2동주민센터,이촌,다목적실,"토, 일, 공휴일",9:00,17:00,0:00,0:00,Y,1,10000,1,5000,15,16.6,,인터넷+전화+방문,,서울특별시 용산구 이촌로18길 20,,이촌2동주민센터,행정민원팀,02-2199-8606,37.52628148,126.9546578,2021-09-15
이촌2동주민센터,이촌2동주민센터,이촌,다목적실,"토, 일, 공휴일",9:00,17:00,0:00,0:00,Y,1,30000,1,15000,100,343,,인터넷+전화+방문,,서울특별시 용산구 이촌로18길 20,,이촌2동주민센터,행정민원팀,02-2199-8606,37.52628148,126.9546578,2021-09-15
이태원1동주민센터,이태원1동주민센터,이태,회의실,"토, 일, 공휴일",18:00,19:00,0:00,0:00,Y,1,10000,1,5000,30,45,,인터넷+전화+방문,,서울특별시 용산구 보광로104-6,,이태원1동주민센터,행정민원팀,02-2199-8628,37.532507,126.9950672,2021-09-15
이태원1동주민센터,이태원1동주민센터,이태,다목적실,"토, 일, 공휴일",14:00,17:00,0:00,0:00,Y,1,20000,1,10000,70,112,,인터넷+전화+방문,,서울특별시 용산구 보광로104-6,,이태원1동주민센터,행정민원팀,02-2199-8628,37.532507,126.9950672,2021-09-15
이태원2동주민센터,이태원2동주민센터,이태,다목적실,"토, 일, 공휴일",8:00,22:00,8:00,18:00,Y,1,15000,1,7500,20,62,,인터넷+전화+방문,,서울특별시 용산구 회나무로13길 58,,이태원2동주민센터,행정민원팀,02-2199-8647,37.54190232,126.9901964,2021-09-15
이태원2동주민센터,이태원2동주민센터,이태,강당,"토, 일, 공휴일",21:00,22:00,9:00,21:00,Y,1,30000,1,15000,130,250,,인터넷+전화+방문,,서울특별시 용산구 회나무로13길 58,,이태원2동주민센터,행정민원팀,02-2199-8647,37.54190232,126.9901964,2021-09-15
신길7동주민센터,신길7동주민센터,신길,회의실,토.일요일,9:00,18:00,0:00,0:00,Y,1,10000,1,,20,67.8,책상+의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210414144048617415,서울특별시 영등포구 여의대방로43길10,서울특별시 영등포구 신길동 897-3,서울특별시 영등포구청,신길7동주민센터,02-2670-1356,37.506369,126.9215141,2022-09-30
신길7동주민센터,신길7동주민센터,신길,회의실,토.일요일,9:00,18:00,0:00,0:00,Y,1,10000,1,,50,177.9,빔프로젝터+책상+의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210414144443890364,서울특별시 영등포구 여의대방로43길10,서울특별시 영등포구 신길동 897-3,서울특별시 영등포구청,신길7동주민센터,02-2670-1356,37.506369,126.9215141,2022-09-30
신길7동주민센터,신길7동주민센터,신길,다목적실,일요일,9:00,21:00,9:00,16:00,Y,1,10000,1,,20,51.2,화이트보드+책상+의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210414105100942960,서울특별시 영등포구 여의대방로43길10,서울특별시 영등포구 신길동 897-3,서울특별시 영등포구청,신길7동주민센터,02-2670-1356,37.506369,126.9215141,2022-09-30
신길5동주민센터,신길5동주민센터,신길,회의실,"토,일요일",10:00,21:00,0:00,0:00,Y,1,10000,1,,22,40,칠판+마이크시설+탁자 10개+의자 30개+빔프로젝터,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210415080021494944,서울특별시 영등포구 도림로 264,,서울특별시 영등포구청,신길5동주민센터,02-2670-1306,37.5016416,126.905219,2022-09-30
신길5동주민센터,신길5동주민센터,신길,회의실,"토,일요일",10:00,21:00,0:00,0:00,Y,1,10000,1,,40,88,칠판+마이크시설+탁자 10개+의자 30개,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210415082252757777,서울특별시 영등포구 도림로 264,,서울특별시 영등포구청,신길5동주민센터,02-2670-1306,37.5016416,126.905219,2022-09-30
